author_viaf;title;id;file_name;pub_year
61683295;The Way We Live Now;10579;Trollope_Anthony_The-Way-We-Live-Now_1875;1875
17231985;The Castle of Otranto: A Gothic Story;10580;Walpole_Horace_Otranto_1764;1764
27084321;Robert Elsmere;10581;Ward_Mary-Augusta_Robert-Elsmere_1888;1888
97006424;A Modern Utopia;10582;Wells_H-G_A-Modern-Utopia_1905;1905
97006424;Ann Veronica;10583;Wells_H-G_Ann-Veronica_1909;1909
97006424;A Story of the Days to Come;10584;Wells_H-G_A-Story-of-the-Days-to-Come_1899;1899
97006424;The Story of the Stone Age;10585;Wells_H-G_A-Story-of-the-Stone-Age_1899;1899
97006424;Kipps;10586;Wells_H-G_Kipps_1906;1906
97006424;Love and Mr Lewisham;10587;Wells_H-G_Love-and-Mr-Lewisham_1910;1900
97006424;The Crystal Egg;10588;Wells_H-G_The-Crystal-Egg_1899;1899
97006424;The First Man in the Moon;10589;Wells_H-G_The-First-Men-in-the-Moon_1901;1901
97006424;The History of Mr Polly;10590;Wells_H-G_The-History-of-Mr-Polly_1910;1910
97006424;The Invisible Man;10591;Wells_H-G_The-Invisible-Man_1897;1897
97006424;The Island of Dr Moreau;10592;Wells_H-G_The-Island-of-Dr-Moreau_1896;1896
97006424;The Man Who Could Work Miracles;10593;Wells_H-G_The-Man-Who-Could-Work-Miracles_1899;1899
97006424;The New Machiavelli;10594;Wells_H-G_The-New-Machiavelli_1911;1911
97006424;The Star;10595;Wells_H-G_The-Star_1899;1899
97006424;The Time Machine;10596;Wells_H-G_The-Time-Machine_1895;1895
97006424;The War in the Air;10597;Wells_H-G_The-War-in-the-Air_1908;1908
97006424;The War of the Worlds;10598;Wells_H-G_The-War-of-the-Worlds_1897;1897
97006424;The World Set Free;10599;Wells_H-G_The-World-Set-Free_1914;1914
97006424;Tono-Bungay;10600;Wells_H-G_Tono-Bungay_1909;1909
34464414;The Picture of Dorian Gray;10601;Wilde_Oscar_The-Picture-of-Dorian-Gray_1890;1890
51697482;Mary: A Fiction;10602;Wollstonecraft_Mary_Mary_1788;1788
14898332;East Lynne;10603;Wood_Ellen_East-Lynne_1861;1861
71399881;The Daisy Chain. A Book of Golden Deeds;10604;Yonge_Charlotte_The-Daisy-Chain_1856;1856
71399881;Heir of Redclyffe;10605;Yonge_Charlotte_The-Heir-of-Redclyffe_1853;1853
