author_viaf;id;title;file_name;Binz_1790;Binz_1812;Armbruster_1813;Bachmann_1851;Gerold_1859;Last_1901;sum_libraries;binary;pub_year
7392307;20249;Die heilige Cäcilie oder die Gewalt der Musik;Kleist_Heinrich_Die-heilige-Caecilie_1810;0;0;0;1;0;0;1;1;1810
7392307;20250;Die Marquise von O;Kleist_Heinrich_Die-Marquise-von-O_1808;0;0;0;1;0;0;1;1;1808
7392307;20252;Die Verlobung in St. Domingo;Kleist_Heinrich_Die-Verlobung-von-St-Domingo_1811;0;0;0;1;0;0;1;1;1811
7392307;20253;Der Zweikampf;Kleist_Heinrich_Der-Zweikampf_1811;0;0;0;1;0;0;1;1;1811
7392307;20254;Michael Kohlhaas;Kleist_Heinrich_Michael-Kohlhaas_1810;0;0;0;1;0;0;1;1;1810
32791319;20258;Meister Timpe;Kretzer_Max_Meister-Timpe_1888;0;0;0;0;0;1;1;1;1888
5722928;20259;Novellen;Kuernberger_Ferdinand_Der-Drache_1910;0;0;0;0;0;1;1;1;1861
74649241;20261;Der Sonnenwirt;Kurz_Hermann_Der-Sonnenwirt_1856;0;0;0;0;1;0;1;1;1856
36932939;20262;Rosaliens Briefe;La-Roche_Sophie_Rosaliens-Briefe_1780;1;0;0;0;0;0;1;1;1780
36932939;20263;Die zwei Schwestern;La-Roche_Sophie_Die-zwei-Schwestern_1786;1;0;0;0;0;0;1;1;1786
56743346;20269;Das Haus Bärburg oder der Familienzwist;Lafontaine_August_Das-Haus-Baerburg_1805;0;0;0;1;0;0;1;1;1805
56687156;20285;Großmüthiger Feldherr Arminius;Lohenstein_Daniel_Arminius_1689;1;0;0;0;0;0;1;1;1689
59178886;20296;Im Hause des Kommerzienrates;Marlitt_Eugenie_Im-Hause-des-Kommerzienrates_1877;0;0;0;0;0;1;1;1;1877
59178886;20297;Reichsgräfin Gisela;Marlitt_Eugenie_Reichsgraefin-Gisela_1869;0;0;0;0;0;1;1;1;1869
59178886;20298;Goldelse;Marlitt_Eugenie_Goldelse_1867;0;0;0;0;0;1;1;1;1867
95153180;20304;Die Versuchung des Pescara;Meyer_Conrad-Ferdinand_Die-Versuchung-des-Pescara_1887;0;0;0;0;0;1;1;1;1887
95153180;20305;Die Richterin;Meyer_Conrad-Ferdinand_Die-Richterin_1885;0;0;0;0;0;1;1;1;1885
95153180;20306;Plautus im Nonnenkloster;Meyer_Conrad-Ferdinand_Plautus-im-Nonnenkloster_1881;0;0;0;0;0;1;1;1;1881
95153180;20307;Gustav Adolfs Page;Meyer_Conrad-Ferdinand_Gustav-Adolfs-Page_1882;0;0;0;0;0;1;1;1;1882
95153180;20308;Angela Borgia;Meyer_Conrad-Ferdinand_Angela-Borgia_1891;0;0;0;0;0;1;1;1;1891
95153180;20309;Das Amulett;Meyer_Conrad-Ferdinand_Das-Amulett_1873;0;0;0;0;0;1;1;1;1873
95153180;20310;Jürg Jenatsch;Meyer_Conrad-Ferdinand_Juerg-Jenatsch_1876;0;0;0;0;0;1;1;1;1876
95153180;20311;Der Heilige;Meyer_Conrad-Ferdinand_Der-Heilige_1880;0;0;0;0;0;1;1;1;1880
95153180;20312;Die Hochzeit des MÃ¶nchs;Meyer_Conrad-Ferdinand_Die-Hochzeit-des-Moenchs_1884;0;0;0;0;0;1;1;1;1884
95153180;20313;Die Leiden eines Knaben;Meyer_Conrad-Ferdinand_Die-Leiden-eines-Knaben_1883;0;0;0;0;0;1;1;1;1883
95153180;20314;Der Schuss von der Kanzel;Meyer_Conrad-Ferdinand_Der-Schuss-von-der-Kanzel_1878;0;0;0;0;0;1;1;1;1878
12312842;20320;Maler Nolten;Moerike_Eduard_Maler-Nolten_1836;0;0;0;0;0;1;1;1;1836
66482269;20322;Anton Reiser;Moritz_Karl-Philipp_Anton-Reiser_1785;1;0;0;0;0;0;1;1;1785
44298932;20324;Der Zauberring;Motte-Fouque_Friedrich_Der-Zauberring_1813;0;0;0;0;1;0;1;1;1813
44298932;20325;Die Fahrten Thiodolfs des Isländers;Motte-Fouque_Friedrich_Die-Fahrten-Thiodolfs-des-Islaenders_1815;0;0;0;0;1;0;1;1;1815
44298932;20327;Sintram und seine Gefährten;Motte-Fouque_Friedrich_Sintram-und-seine-Gefaehrten_1814;0;0;0;0;1;0;1;1;1814
2573718;20332;Adams erstes Erwachen und erste seelige Nächte;Mueller_Friedrich_Adams-erstes-Erwachen-und-erste-seelige-Naechte_1778;1;0;0;0;0;0;1;1;1778
29557811;20340;Hermann von Unna;Naubert_Christine_Hermann-von-Unna_1788;0;1;0;0;0;0;1;1;1788
29557811;20341;Der Amtmann von Hohenweiler;Naubert_Benedikte_Der-Amtmann-von-Hohenweiler_1787;0;1;0;0;0;0;1;1;1787
64011067;20348;GrÃ¶nländische Prozesse;Paul_Jean_Groenlaendische-Prozesse_1783;0;0;0;1;0;0;1;1;1783
64011067;20352;Der Komet oder Nikolaus Marggarf;Paul_Jean_Der-Komet_1820;0;0;0;1;0;0;1;1;1820
64011067;20353;Auswahl aus des Teufels Papieren;Paul_Jean_Auswahl-aus-des-Teufels-Papieren_1789;0;0;0;1;0;0;1;1;1789
2554551;20354;Lienhard und Getrud;Pestalozzi_Johann_Lienhard-und-Gertrud_1779;1;0;0;0;0;0;1;1;1779
64803830;20356;Der Büttnerbauer;Polenz_Wilhelm-von_Der-Buettnerbauer_1895;0;0;0;0;0;1;1;1;1895
64049111;20359;De Profundis;Przybyszewski_Stanislaw_De-Profundis_1895;0;0;0;0;0;1;1;1;1895
12379702;20367;Hastenbeck;Raabe_Wilhelm_Hastenbeck_1898;0;0;0;0;0;1;1;1;1898
12379702;20368;Odfeld;Raabe_Wilhelm_Odfeld_1888;0;0;0;0;0;1;1;1;1888
12379702;20370;Horacker;Raabe_Wilhelm_Horacker_1876;0;0;0;0;0;1;1;1;1876
12379702;20373;Der Hungerpastor;Raabe_Wilhelm_Der-Hungerpastor_1864;0;0;0;0;0;1;1;1;1864
12379702;20374;Der Schüdderump;Raabe_Wilhelm_Der-Schuedderump_1869;0;0;0;0;0;1;1;1;1869
12379702;20375;Abu Telfan;Raabe_Wilhelm_Abu-Telfan_1867;0;0;0;0;0;1;1;1;1867
12379702;20376;Akten des Vogelsangs;Raabe_Wilhelm_Akten-des-Vogelsangs_1896;0;0;0;0;0;1;1;1;1896
12379702;20380;Chronik der Sperlingsgasse;Raabe_Wilhelm_Chronik-der-Sperlingsgasse_1857;0;0;0;0;0;1;1;1;1857
12379702;20385;Pfisters Mühle;Raabe_Wilhelm_Pfisters-Muehle_1884;0;0;0;0;0;1;1;1;1884
30336727;20387;Aus dem Böhmerwalde;Rank_Josef_Aus-dem-Boehmerwalde_1842;0;0;0;0;1;0;1;1;1842
14939338;20389;Ellen von der Weiden;Reuter_Gabriele_Ellen-von-der-Weiden_1900;0;0;0;0;0;1;1;1;1900
14939338;20390;Aus guter Familie;Reuter_Gabriele_Aus-guter-Familie_1908;0;0;0;0;0;1;1;1;1908
46774513;20397;Als ich noch der Waldbauernbub war;Rosegger_Peter_Als-ich-noch-der-Waldbauernbub-war_1902;0;0;0;0;0;1;1;1;1902
46774513;20399;Jakob der Letzte;Rosegger_Peter_Jakob-der-Letzte_1888;0;0;0;0;0;1;1;1;1888
20436867;20400;Der Vorabend des Weihnachtsfestes;Rothpletz_Anna_Der-Vorabend-des-Weihnachtsfestes_1839;0;0;0;0;0;1;1;1;1839
34473501;20402;Die Geigerin;Saar_Ferdinand_Die-Geigerin_1875;0;0;0;0;0;1;1;1;1875
34473501;20406;Der Steinklopfer;Saar_Ferdinand_Der-Steinklopfer_1874;0;0;0;0;0;1;1;1;1874
34473501;20410;Innocens;Saar_Ferdinand_Innocens_1865;0;0;0;0;0;1;1;1;1865
49219964;20424;Wunderlicher Traum von einem großen Narrennest;Santa-Clara_Abraham-a_Wunderlicher-Traum-von-einem-grossen-Narrennest_1703;0;1;0;0;0;0;1;1;1703
96994450;20427;Der Verbrecher aus verlorener Ehre;Schiller_Friedrich_Verbrecher-aus-verlorener-Ehre_1786;0;0;1;0;0;0;1;1;1786
51836502;20435;Allerhand Kreuzköpf. Geschichten und Gestalten aus den Tiroler Alpen;Schoenherr_Karl_Allerhand-Kreuzkoepf_1895;0;0;0;0;0;1;1;1;1895
10621413;20440;Tino Moralt. Kampf und Ende eines Künstlers;Siegfried_Walter_Tino-Moralt_1890;0;0;0;0;0;1;1;1;1890
12354942;20441;Sturmflut;Spielhagen_Friedrich_Sturmflut_1877;0;0;0;0;0;1;1;1;1877
12354942;20442;Problematische Naturen;Spielhagen_Friedrich_Problematische-Naturen_1861;0;0;0;0;0;1;1;1;1861
12354942;20443;Hammer und Amboß;Spielhagen_Friedrich_Hammer-und-Amboss_1869;0;0;0;0;0;1;1;1;1869
12354942;20444;Freigeboren;Spielhagen_Friedrich_Freigeboren_1900;0;0;0;0;0;1;1;1;1900
120696319;20446;Conrad der Leutnant;Spitteler_Carl_Conrad-der-Leutnant_1912;0;0;0;0;0;1;1;1;1912
22149114;20453;Der Condor;Stifter_Adalbert_Der-Condor_1840;0;0;0;1;0;0;1;1;1840
22149114;20456;Die Narrenburg;Stifter_Adalbert_Die-Narrenburg_1843;0;0;0;1;0;0;1;1;1843
41854816;20466;Ein Doppelgänger;Storm_Theodor_Ein-Doppelgaenger_1887;0;0;0;0;0;1;1;1;1887
41854816;20467;Ein Fest auf Haderslevhuus;Storm_Theodor_Ein-Fest-auf-Haderslevhuus_1885;0;0;0;0;0;1;1;1;1885
41854816;20468;Im Nachbarhause links;Storm_Theodor_Im-Nachbarhause-links_1875;0;0;0;0;0;1;1;1;1875
41854816;20469;Pole Poppenspäler;Storm_Theodor_Pole-Poppenspaeler_1874;0;0;0;0;0;1;1;1;1874
41854816;20470;Hans und Heinz Kirch;Storm_Theodor_Hans-und-Heinz-Kirch_1881;0;0;0;0;0;1;1;1;1881
41854816;20471;Immensee;Storm_Theodor_Immensee_1850;0;0;0;0;0;1;1;1;1850
41854816;20472;Aquis submersus;Storm_Theodor_Aquis-submersus_1878;0;0;0;0;0;1;1;1;1878
41854816;20473;Auf dem Staatshof;Storm_Theodor_Auf-dem-Staatshof_1859;0;0;0;0;0;1;1;1;1859
41854816;20474;Der Herr Etatsrat;Storm_Theodor_Der-Herr-Etatsrat_1881;0;0;0;0;0;1;1;1;1881
41854816;20475;Der Schimmelreiter;Storm_Theodor_Der-Schimmelreiter_1888;0;0;0;0;0;1;1;1;1888
41854816;20476;Draußen im Heidedorf;Storm_Theodor_Draussen-im-Heidedorf_1872;0;0;0;0;0;1;1;1;1872
41854816;20477;Schweigen;Storm_Theodor_Schweigen_1883;0;0;0;0;0;1;1;1;1883
41854816;20478;Zur Chronik von Grieshuus;Storm_Theodor_Zur-Chronik-von-Grieshuus_1883;0;0;0;0;0;1;1;1;1883
41854816;20479;Zur Wald- und Wasserfreude;Storm_Theodor_Zur-Wald-und-Wasserfreude_1880;0;0;0;0;0;1;1;1;1880
41854816;20480;Renate;Storm_Theodor_Renate_1878;0;0;0;0;0;1;1;1;1878
95160848;20482;Die Waffen nieder!;Suttner_Bertha-von_Die-Waffen-nieder_1889;0;0;0;0;0;1;1;1;1889
34463780;20485;Der blonde Eckbert;Tieck_Ludwig_Der-blonde-Eckbert_1796;0;0;0;1;0;0;1;1;1796
34463780;20486;Des Lebens Überfluß;Tieck_Ludwig_Des-Lebens-Ueberfluss_1839;0;0;0;1;0;0;1;1;1839
34463780;20487;Die Elfen;Tieck_Ludwig_Die-Elfen_1812;0;0;0;1;0;0;1;1;1812
34463780;20488;Der getreue Eckart und der Tannhäuser;Tieck_Ludwig_Der-getreue-Eckart_1799;0;0;0;1;0;0;1;1;1799
34463780;20492;Runenberg;Tieck_Ludwig_Runenberg_1802;0;0;0;1;0;0;1;1;1802
34463780;20493;Die Vogelscheuche;Tieck_Ludwig_Die-Vogelscheuche_1834;0;0;0;1;0;0;1;1;1834
34463780;20496;Volksmärchen von Peter Leberecht;Tieck_Ludwig_Peter-Leberecht_1797;0;0;0;1;0;0;1;1;1797
22228953;20509;Das Weiberdorf;Viebig_Clara_Das-Weiberdorf_1900;0;0;0;0;0;1;1;1;1900
4969473;20515;Leben und Taten des berühmten Ritters Schnapphahnski;Weerth_Georg_Ritter-Schnapphahnski_1849;0;0;0;1;0;0;1;1;1849
39838762;20540;Das Naturforscherschiff;Woerishoeffer_Sophie_Das-Naturforscherschiff_1881;0;0;0;0;0;1;1;1;1881
45098089;20542;Asiatische Banise;Ziegler_Heinrich_Asiatische-Bansie_1689;1;0;0;0;0;0;1;1;1689
56743380;20544;Addrich im Moos;Zschokke_Johann_Addrich-im-Moos_1825;0;0;0;1;0;0;1;1;1825
56743380;20545;Der Freihof von Aarau;Zschokke_Johann_Der-Freihof-von-Aarau_1823;0;0;0;1;0;0;1;1;1823
56743380;20546;Die Rose von Disentis;Zschokke_Johann_Die-Rose-von-Disentis_1844;0;0;0;1;0;0;1;1;1844
14765396;20008;Wie wunderbar ---;Altenberg_Peter_Wie-wunderbar_1914;0;0;0;0;0;0;0;0;1914
100175755;20013;Die Einquartierung im Pfarrhaus;Arnim_Achim_Die-Einquartierung-im-Pfarrhaus_1817;0;0;0;0;0;0;0;0;1817
100175755;20014;Isabella von Ã„gypten;Arnim_Achim_Isabella-von-Aegypten_1812;0;0;0;0;0;0;0;0;1812
100175755;20015;Die drei liebreichen Schwestern und der glückliche Färber;Arnim_Achim_Die-drei-liebreichen-Schwestern_1812;0;0;0;0;0;0;0;0;1812
100175755;20016;Der Wintergarten;Arnim_Achim_Der-Wintergarten_1809;0;0;0;0;0;0;0;0;1809
100175755;20017;Majoratsherren;Arnim_Achim_Majoratsherren_1818;0;0;0;0;0;0;0;0;1818
100175755;20018;Die Kronenwächter;Arnim_Achim_Die-Kronenwaechter_1817;0;0;0;0;0;0;0;0;1817
100175755;20019;Hollin's Liebeleben;Arnim_Achim_Hollins-Liebeleben_1802;0;0;0;0;0;0;0;0;1802
7386152;20020;Die Günderrode;Arnim_Bettina_Die-Guenderrode_1844;0;0;0;0;0;0;0;0;1844
7386152|68964783 ;20022;Das Leben der Hochgräfin Gritta von Rattenzuhausbeiuns;Arnim-Arnim_Bettina-Gisela_Rattenzuhausbeiuns_1844;0;0;0;0;0;0;0;0;1844
47561633;20023;Tagebuchblätter einer Emanzipierten;Asenijeff_Elsa_Tagebuchblaetter-einer-Emanzipierten_1902;0;0;0;0;0;0;0;0;1902
62342241;20024;Aus dem Leben einer Frau;Aston_Louise_Aus-dem-Leben-einer-Frau_1847;0;0;0;0;0;0;0;0;1847
77118114;20036;Tagebuch einer Verlorenen;Boehme_Margarete_Tagebuch-einer-Verlorenen_1905;0;0;0;0;0;0;0;0;1905
13120467;20038;Käthes Federhut;Breden_Christine-von_Kaethes-Federhut_1876;0;0;0;0;0;0;0;0;1876
13120467;20039;Jungfer Mutter;Breden_Christine-von_Jungfer-Mutter_1892;0;0;0;0;0;0;0;0;1892
13120467;20040;Rahel;Breden_Christine-von_Rahel_1876;0;0;0;0;0;0;0;0;1876
73863902;20041;Die mehreren Wehmüller und ungarischen Nationaldicher;Brentano_Clemens_Die-mehreren-Wehmueller-und-ungarischen-Nationaldicher_1817;0;0;0;0;0;0;0;0;1817
73863902;20042;Gockel, Hinkel und Gackeleia;Brentano_Clemens_Gockel-Hinkel-und-Gackeleia_1837;0;0;0;0;0;0;0;0;1837
73863902;20043;Godwi;Brentano_Clemens_Godwi_1801;0;0;0;0;0;0;0;0;1801
73863902;20044;Das Märchen vom Schneider Siebentodt auf einen Schlag;Brentano_Clemens_Das-Maerchen-vom-Schneider-Siebentodt-auf-einen-Schlag_1810;0;0;0;0;0;0;0;0;1810
73863902;20045;Das Märchen von dem Hause Staarenberg und den Ahnen des Müllers Radlauf;Brentano_Clemens_Das-Maerchen-von-dem-Hause-Staarenberg-und-den-Ahnen-des-Muellers-Radlauf_1810;0;0;0;0;0;0;0;0;1810
73863902;20046;Die Schachtel mit der Friedenspuppe;Brentano_Clemens_Die-Schachtel-mit-der-Friedenspuppe_1815;0;0;0;0;0;0;0;0;1815
73863902;20047;Märchen von dem Rhein und dem Müller Radlauf;Brentano_Clemens_Maerchen-von-dem-Rhein-und-dem-Mueller-Radlauf_1810;0;0;0;0;0;0;0;0;1810
73863902;20048;Das Märchen von Fanferlieschen SchÃ¶nefüßchen;Brentano_Clemens_Das-Maerchen-von-Fanferlieschen-Schoenefuesschen_1846;0;0;0;0;0;0;0;0;1846
73863902;20050;Die Chronika des fahrenden Schülers;Brentano_Clemens_Die-Chronika-des-fahrenden-Schuelers_1802;0;0;0;0;0;0;0;0;1802
36914262;20051;Lenz;Buechner_Georg_Lenz_1839;0;0;0;0;0;0;0;0;1839
74130481;20054;Die Beichte der Narren;Conrad_Michael-Georg_Die-Beichte-der-Narren_1893;0;0;0;0;0;0;0;0;1893
74130481;20055;Was die Isar rauscht;Conrad_Michael-Georg_Was-die-Isar-rauscht_1887;0;0;0;0;0;0;0;0;1887
47014442;20057;Adam Mensch;Conradi_Hermann_Adam-Mensch_1889;0;0;0;0;0;0;0;0;1889
95175153;20058;Die wilde Ursula;Courths-Mahler_Hedwig_Die-wilde-Ursula_1912;0;0;0;0;0;0;0;0;1912
9944462;20060;Der Übergang;David_Jakob-Julius_Der-Uebergang_1902;0;0;0;0;0;0;0;0;1902
9944462;20061;Hanna;David_Jakob-Julius_Hanna_1904;0;0;0;0;0;0;0;0;1904
51688166;20062;Ermordung einer Butterblume;Doeblin_Alfred_Ermordung-einer-Butterblume_1910;0;0;0;0;0;0;0;0;1910
27226737;20065;Wie Frauen werden. Werde, die Du bist;Dohm_Hedwig_Wie-Frauen-werden_1894;0;0;0;0;0;0;0;0;1894
56618775;20067;Die Judenbuch;Droste-Huelshoff_Annette_Die-Judenbuche_1842;0;0;0;0;0;0;0;0;1842
32743510;20068;Marquise von Pompadur. Ein Roman aus galanter Zeit;Duncker_Dora_Marquise-von-Pompadur_1913;0;0;0;0;0;0;0;0;1913
67259743;20069;Eine Ägyptische Königstocher;Ebers_George_Eine-aegyptische-Koenigstocher_1864;0;0;0;0;0;0;0;0;1864
51684049;20079;Bozena;Ebner-Eschenbach_Marie_Bozena_1876;0;0;0;0;0;0;0;0;1876
41868516;20083;Tubutsch;Ehrenstein_Albert_Tubutsch_1911;0;0;0;0;0;0;0;0;1911
54253975;20084;Nina's Briefe an ihren Geliebten;Ehrmann_Marianne_Ninas-Briefe_1788;0;0;0;0;0;0;0;0;1788
54253975;20085;Amalie. Eine wahre Geschichte in Briefen;Ehrmann_Marianne_Amelie_1788;0;0;0;0;0;0;0;0;1788
7399816;20089;Libertas und ihrer Freier;Eichendorff_Joseph_Libertas-und-ihrer-Freier_1848;0;0;0;0;0;0;0;0;1848
7399816;20091;Das Schloß Dürande ;Eichendorff_Joseph_Das-Schloss-Duerande_1817;0;0;0;0;0;0;0;0;1817
7399816;20092;Marmorbild;Eichendorff_Joseph_Das-Marmorbild_1818;0;0;0;0;0;0;0;0;1818
7399816;20093;Auch ich war in Arkadien;Eichendorff_Joseph_Auch-ich-war-in-Arkadien_1832;0;0;0;0;0;0;0;0;1832
7399816;20094;Die Glücksritter;Eichendorff_Joseph_Die-Gluecksritter_1841;0;0;0;0;0;0;0;0;1841
32747873;20095;Dolorosa - Tagebuch einer Erzieherin;Eichhorn_Marie_Dolorosa_1904;0;0;0;0;0;0;0;0;1904
34473997;20096;Bebuquin oder die Dilettanten des Wunders;Einstein_Carl_Bebuquin_1912;0;0;0;0;0;0;0;0;1912
69685337;20097;Freiheit, die ich meine;Ertl_Emil_Freiheit-die-ich-meine_1909;0;0;0;0;0;0;0;0;1909
69685337;20098;Die Leute vom blauen Gucuckhaus;Ertl_Emil_Die-Leute-vom-blauen-Gucuckhaus_1906;0;0;0;0;0;0;0;0;1906
69685337;20099;Auf der Wegwacht;Ertl_Emil_Auf-der-Wegwacht_1911;0;0;0;0;0;0;0;0;1911
260841847;20100;Reich und Arm. Eine Geschichte aus dem Bregenzerwalde;Felder_Franz-Michael_Reich-und-Arm_1868;0;0;0;0;0;0;0;0;1868
41840061;20101;Mathilde MÃ¶hring;Fontane_Theodor_Mathilde-Moehring_1906;0;0;0;0;0;0;0;0;1906
41840061;20103;Stine;Fontane_Theodor_Stine_1890;0;0;0;0;0;0;0;0;1890
41840061;20108;Effi Briest;Fontane_Theodor_Effi-Briest_1895;0;0;0;0;0;0;0;0;1895
41840061;20110;Quitt;Fontane_Theodor_Quitt_1890;0;0;0;0;0;0;0;0;1890
41840061;20113;Vor dem Sturm;Fontane_Theodor_Vor-dem-Sturm_1878;0;0;0;0;0;0;0;0;1878
44344883;20120;Jörn Uhl;Frenssen_Gustav_Joern-Uhl_1901;0;0;0;0;0;0;0;0;1901
49303093;20137;Wie fünf Mädchen im Branntwein jämmerlich umkommen;Gotthelf_Jeremias_Wie-fuenf-Maedchen-im-Branntwein-jaemmerlich-umkommen_1838;0;0;0;0;0;0;0;0;1838
49303093;20138;Wie Anne Bäbi Jowäger haushaltet und wie es ihm mit dem Doktern geht;Gotthelf_Jeremias_Wie-Anne-Baebi-Jowaeger-haushaltet-und-wie-es-ihm-mit-dem-Doktern-geht_1843;0;0;0;0;0;0;0;0;1843
49303093;20139;Kurt von Koppingen ;Gotthelf_Jeremias_Kurt-von-Koppingen_1842;0;0;0;0;0;0;0;0;1842
49303093;20142;Das Erdbeermareili;Gotthelf_Jeremias_Das-Erdbeermareili_1851;0;0;0;0;0;0;0;0;1851
49303093;20143;Jakobs des Handwerksgesellen Wanderungen durch die Schweiz;Gotthelf_Jeremias_Jakobs-des-Handwerksgesellen-Wanderungen-durch-die-Schweiz_1846;0;0;0;0;0;0;0;0;1846
49303093;20147;Elsi, die seltsame Magd;Gotthelf_Jeremias_Elsi-die-seltsame-Magd_1843;0;0;0;0;0;0;0;0;1843
12345937;20150;Das Kloster von Sendomir;Grillparzer_Franz_Das-Kloster-von-Sendomir_1828;0;0;0;0;0;0;0;0;1828
12345937;20151;Der arme Spielmann;Grillparzer_Franz_Der-arme-Spielmann_1847;0;0;0;0;0;0;0;0;1847
24667720;20152;Der Genius. Aus den Papieren des Marquis C* von G*;Grosse_Karl_Der-Genius_1791;0;0;0;0;0;0;0;0;1791
54189710;20155;Die Sadduzäer von Amsterdam;Gutzkow_Karl_Die-Sadduzaeer-von-Amsterdam_1834;0;0;0;0;0;0;0;0;1834
54189710;20157;Wally, die Zweiflerin;Gutzkow_Karl_Wally_1835;0;0;0;0;0;0;0;0;1835
66610632;20161;Die Marzipanlise;Halm_Friedrich_Die-Marzipanlise_1856;0;0;0;0;0;0;0;0;1856
85977831;20168;Im Reiche der Homunkuliden;Hawel_Rudolf_Im-Reiche-der-Homunkuliden_1910;0;0;0;0;0;0;0;0;1910
22180115;20169;Kannitverstan;Hebel_Johann-Peter_Kannitverstan_1808;0;0;0;0;0;0;0;0;1808
287467066;20173;Saly's Revolutionstage ;Hegner_Ulrich_Salys-Revolutionstage_1814;0;0;0;0;0;0;0;0;1814
287467066;20174;Die Molkenkur;Hegner_Ulrich_Die-Molkenkur_1812;0;0;0;0;0;0;0;0;1812
34457918;20175;Aus den Memoiren des Herrn Schnabelewopski;Heine_Heinrich_Aus-den-Memoiren-des-Herrn-Schnabelewopski_1833;0;0;0;0;0;0;0;0;1833
34457918;20176;Florentinische Nächte;Heine_Heinrich_Florentinische-Naechte_1836;0;0;0;0;0;0;0;0;1836
34457918;20177;Der Rabbi von Bacharach;Heine_Heinrich_Der-Rabbi-von-Bacharach_1840;0;0;0;0;0;0;0;0;1840
50765;20179;Fanchette;Heyse_Paul_Fanchette_1914;0;0;0;0;0;0;0;0;1914
50765;20181;Die Blinden;Heyse_Paul_Die-Blinden_1855;0;0;0;0;0;0;0;0;1855
50765;20184;Unwiederbringlich;Heyse_Paul_Unwiederbringlich_1914;0;0;0;0;0;0;0;0;1914
44395000;20188;Kreuz- und Querzüge des Ritters A bis Z;Hippel_Theodor-Gottlieb_Kreuz-und-Querzuege-des-Ritters-A-bis-Z_1793;0;0;0;0;0;0;0;0;1793
29535422;20206;Nußknacher und MausekÃ¶nig;Hoffmann_ETA_Nussknacher-und-Mausekoenig_1816;0;0;0;0;0;0;0;0;1816
103209512;20211;Reitergeschichte;Hoffmansthal_Hugo-von_Reitergeschichte_1899;0;0;0;0;0;0;0;0;1899
103209512;20212;Ein Brief;Hoffmansthal_Hugo-von_Ein-Brief_1902;0;0;0;0;0;0;0;0;1902
103209512;20213;Andreas oder die Vereinigten;Hoffmansthal_Hugo_Andreas-oder-die-Vereinigten_1907;0;0;0;0;0;0;0;0;1907
103209512;20214;Das Märchen der 672. Nacht;Hoffmansthal_Hugo_Das-Maerchen-der-672-Nacht_1895;0;0;0;0;0;0;0;0;1895
95147974;20215;Hyperion;Hoelderlin_Friedrich_Hyperion_1797;0;0;0;0;0;0;0;0;1797
66516702|64055661;20216;Papa Hamlet;Holz-Schlaf_Arno-Johannes_Papa-Hamlet_1889;0;0;0;0;0;0;0;0;1889
29584708;20217;Die Familie Seldorf;Huber_Therese_Familie-Seldorf_1795;0;0;0;0;0;0;0;0;1795
54190484;20218;Liebens-Würdigen Adalie;Hunold_Christian_Friedrich_Die-liebenswuerdige-Adalie_1681;0;0;0;0;0;0;0;0;1702
35224503;20219;Klamottenedes Hochzeit;Hyan_Hans_1000-Mark-Belohnung_1913;0;0;0;0;0;0;0;0;1913
49993781;20224;Atlas;Janitschek_Maria_Atlas_1893;0;0;0;0;0;0;0;0;1893
56611857;20226;Die Verwandlung;Kafka_Franz_Die-Verwandlung_1912;0;0;0;0;0;0;0;0;1912
56611857;20227;Das Urteil;Kafka_Franz_Das-Urteil_1913;0;0;0;0;0;0;0;0;1913
56611857;20228;Der Heizer;Kafka_Franz_Der-Heizer_1913;0;0;0;0;0;0;0;0;1913
52432257;20229;Mitgiftjäger;Kapff-Essenther_Franziska_Mitgiftjaeger_1898;0;0;0;0;0;0;0;0;1898
102319551;20231;Das Sinngedicht;Keller_Gottfried_Das-Sinngedicht_1882;0;0;0;0;0;0;0;0;1882
102319551;20234;Sieben Legenden;Keller_Gottfried_Sieben-Legenden_1872;0;0;0;0;0;0;0;0;1872
102319551;20243;Die Leute von Seldwyla;Keller_Gottfried_Die-Leute-von-Seldwyla_1856;0;0;0;0;0;0;0;0;1856
7392307;20251;Unwahrscheinliche Wahrhaftigkeiten;Kleist_Heinrich_Unwahrscheinlich-Wahrhaftigkeiten_1811;0;0;0;0;0;0;0;0;1811
73932790;20255;Nachtwachen des Bonaventura;Klingemann_August_Nachtwachen-des-Bonaventure_1804;0;0;0;0;0;0;0;0;1804
36932939;20264;Die glückliche Reise;La-Roche_Sophie_Die-glueckliche-Reise_1786;0;0;0;0;0;0;0;0;1786
36932939;20265;Liebe, Missverständnis und Freundschaft;La-Roche_Sophie_Liebe-Missverstaendnis-und-Freundschaft_1786;0;0;0;0;0;0;0;0;1786
36932939;20266;Der schwermütige Jüngling;La-Roche_Sophie_Der-schwermuethige-Juengling_1786;0;0;0;0;0;0;0;0;1786
36932939;20267;Ein guter Sohn;La-Roche_Sophie_Ein-guter-Sohn_1786;0;0;0;0;0;0;0;0;1786
61565628;20270;Der Prinz von Theben;Lasker-Schueler_Else_Der-Prinz-von-Theben_1914;0;0;0;0;0;0;0;0;1914
61565628;20271;Die Nächte Tino von Bagdads;Lasker-Schueler_Else_Die-Naechte-Tino-von-Bagdads_1907;0;0;0;0;0;0;0;0;1907
61565628;20272;Mein Herz. Ein Liebesroman mit Bildern und wirklich lebenden Menschen;Lasker-Schueler_Else_Mein-Herz_1912;0;0;0;0;0;0;0;0;1912
54243995;20274;Das junge Europa;Laube_Heinrich_Das-junge-Europa_1833;0;0;0;0;0;0;0;0;1833
